Reaction,LB,UB,c,EQUATION,subSystem,GeneRule,RXNname
3HPVSthc,-1000,1000,0,HCO3-[c] + 3'-S-hydroxy-pravastatin[s] <=> HCO3-[s] + 3'-S-hydroxy-pravastatin[c],Drug metabolism,ENSG00000134538 or ENSG00000137491,uptake of 3-hydroxy pravastatin by hepatocytes
3HSMVACIDhep,0,1000,0,H2O[c] + 3'-hydroxy-simvastatin-lactone form[c] => H+[c] + 3'-hydroxy-simvastatin-acid form[c],Drug metabolism,ENSG00000105852,conversion of 3-hydroxy simvastatin lactone to acid form
3HSMVACIDteb,0,1000,0,ATP[c] + H2O[c] + 3'-hydroxy-simvastatin-acid form[c] => ADP[c] + H+[c] + Pi[c] + 3'-hydroxy-simvastatin-acid form[s],Drug metabolism,,efflux of 3-hydroxy-simvastatin-acid form into bile
3HSMVhep,0,1000,0,6'-beta-hydroxy simvastatin lactone[r] => 3'-hydroxy-simvastatin-lactone form[r],Drug metabolism,ENSG00000100197 or ENSG00000106258 or ENSG00000138115 or ENSG00000160868,acid catalyzed rearrangement of 6-beta-hydroxy-simvastatin to 3-hydroxy simvastatin
3ISPVShc,0,1000,0,pravastatin[c] => 3-alpha-iso-pravastatin[c],Drug metabolism,,isomerization of pravastatin to 3-alpha-iso-pravastatin in hepatocytes
3ISPVSteb,0,1000,0,ATP[c] + H2O[c] + 3-alpha-iso-pravastatin[c] => ADP[c] + H+[c] + Pi[c] + 3-alpha-iso-pravastatin[s],Drug metabolism,ENSG00000023839 or ENSG00000073734 or ENSG00000118777,efflux of 3-alpha-iso-pravastatin into bile
3ISPVStep,-1000,1000,0,3-alpha-iso-pravastatin[c] <=> 3-alpha-iso-pravastatin[s],Drug metabolism,,3-alpha-iso-pravastatin exit into portal blood
3ISPVSthc,-1000,1000,0,HCO3-[c] + 3-alpha-iso-pravastatin[s] <=> HCO3-[s] + 3-alpha-iso-pravastatin[c],Drug metabolism,ENSG00000134538 or ENSG00000137491,uptake of 3-alpha-iso-pravastatin by hepatocytes
3MEACMPhc,0,1000,0,SAM[c] + 3-hydroxy-acetaminophen[c] => H+[c] + SAH[c] + 3-methoxy-acetaminophen[c],Drug metabolism,,formation of 3-methoxy-acetaminophen in hepatocytes
3OHACMPhr,0,1000,0,H+[r] + NADPH[r] + O2[r] + acetaminophen/paracetamol[r] => H2O[r] + NADP+[r] + 3-hydroxy-acetaminophen[r],Drug metabolism,ENSG00000130649 or ENSG00000255974,oxidation of acetaminophen to 3-OH-acetaminophen in hepatocytes
3OHACMPtev,0,1000,0,ATP[c] + H2O[c] + 3-hydroxy-acetaminophen[c] => ADP[c] + H+[c] + Pi[c] + 3-hydroxy-acetaminophen[s],Drug metabolism,,efflux of 3-OH-acetaminophen into hepatic vein
4BHGLZABCt,0,1000,0,ATP[c] + H2O[c] + 4-beta-OH-gliclazide[c] => ADP[c] + H+[c] + Pi[c] + 4-beta-OH-gliclazide[s],Drug metabolism,,excretion of 4-beta-OH-gliclazide into bile
4BHGLZhr,0,1000,0,H+[r] + NADPH[r] + O2[r] + Gliclazide[r] => H2O[r] + NADP+[r] + 4-beta-OH-gliclazide[r],Drug metabolism,,oxidation of gliclazide to 4-beta-OH-gliclazide in hepatocytes
4BHGLZtev,-1000,1000,0,4-beta-OH-gliclazide[c] <=> 4-beta-OH-gliclazide[s],Drug metabolism,,excretion of 4-beta-OH-gliclazide into hepatic vein
4HATVACIDOXDhc,0,1000,0,H+[r] + NADPH[r] + O2[r] + atorvastatin-acid[r] => H2O[r] + NADP+[r] + 4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid[r],Drug metabolism,ENSG00000106258 or ENSG00000138115 or ENSG00000160868,oxidation of atorvastatin acid to 4-hydroxy-atorvastatin-acid in hepatocytes
4HATVACIDhc,0,1000,0,H2O[c] + 4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone[c] => H+[c] + 4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid[c],Drug metabolism,ENSG00000105852,conversion of 4-hydroxy-atorvastatin-lactone to its acid form in hepatocytes
4HATVACIDteb,0,1000,0,ATP[c] + H2O[c] + 4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid[c] => ADP[c] + H+[c] + Pi[c] + 4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid[s],Drug metabolism,ENSG00000023839 or ENSG00000085563,efflux of 4-hydroxy-atorvastatin-acid into bile
4HATVACIDtep,-1000,1000,0,4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid[c] <=> 4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid[s],Drug metabolism,,efflux of 4-hydroxy-atorvastatin-acid into portal blood
4HATVACIDthc,-1000,1000,0,HCO3-[c] + 4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid[s] <=> HCO3-[s] + 4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid[c],Drug metabolism,ENSG00000134538 or ENSG00000137491,uptake of 4-hydroxy-atorvastatin-acid into hepatocytes
4HATVLACOXDhc,0,1000,0,H+[r] + NADPH[r] + O2[r] + atorvastatin-lactone[r] => H2O[r] + NADP+[r] + 4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone[r],Drug metabolism,ENSG00000106258 or ENSG00000160868,oxidation of atorvastatin lactone to 4-hydroxy-atorvastatin-lactone in hepatocytes
4HATVLAChc,0,1000,0,ATP[c] + 4-hydroxy-atorvastatin-acid / para-hydroxy-atorvastatin acid[c] => AMP[c] + PPi[c] + 4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone[c],Drug metabolism,,conversion of 4-hydroxy-atorvastatin-lactone to its acid form in hepatocytes
4HATVLACteb,0,1000,0,ATP[c] + H2O[c] + 4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone[c] => ADP[c] + H+[c] + Pi[c] + 4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone[s],Drug metabolism,ENSG00000023839 or ENSG00000085563,efflux of 4-hydroxy-atorvastatin-lactone into bile
4HATVLACtep,-1000,1000,0,4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone[c] <=> 4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone[s],Drug metabolism,,efflux of 4-hydroxy-atorvastatin-lactone into portal blood
4HATVLACthc,-1000,1000,0,HCO3-[c] + 4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone[s] <=> HCO3-[s] + 4-hydroxy-atorvastatin-lactone / para-hydroxy-atorvastatin lactone[c],Drug metabolism,ENSG00000134538 or ENSG00000137491,uptake of 4-hydroxy-atorvastatin-lactone into hepatocytes
4HMDGLUCtev,-1000,1000,0,4-OH-midazolam-glucuronide[c] <=> 4-OH-midazolam-glucuronide[s],Drug metabolism,,efflux of 4-OH-midazolam-glucuronide into hepatic vein
4HMDZGLUChr,0,1000,0,UDP-glucuronate[r] + 4-OH-midazolam[r] => H+[r] + UDP[r] + 4-OH-midazolam-glucuronide[r],Drug metabolism,ENSG00000156096 or ENSG00000171234 or ENSG00000244474,glucuronidation of 4-OH-midazolam in enterocytes
4OHMDZhr,0,1000,0,H+[r] + NADPH[r] + O2[r] + Midazolam[r] => H2O[r] + NADP+[r] + 4-OH-midazolam[r],Drug metabolism,ENSG00000106258 or ENSG00000160868,oxidation of midazolam to 4-OH-midazolam in hepatocytes
4OHMDZtev,-1000,1000,0,4-OH-midazolam[c] <=> 4-OH-midazolam[s],Drug metabolism,,efflux of 4-OH-midazolam into hepatic vein
56DHPVShc,0,1000,0,H+[r] + NADPH[r] + O2[r] + triol metabolite of pravastatin[r] => 2 H2O[r] + NADP+[r] + 3-keto-5;6;-dihydroxy-pravastatin[r],Drug metabolism,ENSG00000160868,"oxidation of triol metabolite to 3-keto-5,6,-dihydroxy-pravastatin in hepatocytes"
56DHPVSteb,0,1000,0,ATP[c] + H2O[c] + 3-keto-5;6;-dihydroxy-pravastatin[c] => ADP[c] + H+[c] + Pi[c] + 3-keto-5;6;-dihydroxy-pravastatin[s],Drug metabolism,ENSG00000023839 or ENSG00000073734 or ENSG00000118777,"efflux of 3-keto-5,6,-dihydroxy-pravastatin into bile"
56DHPVStev,-1000,1000,0,3-keto-5;6;-dihydroxy-pravastatin[c] <=> 3-keto-5;6;-dihydroxy-pravastatin[s],Drug metabolism,,"exit of 3-keto-5,6,-dihydroxy-pravastatin into hepatic vein"
56EPPVShc,0,1000,0,H+[r] + NADPH[r] + O2[r] + 3-alpha-iso-pravastatin[r] => H2O[r] + NADP+[r] + 5;6-epoxy-3-alpha-iso-pravastatin[r],Drug metabolism,ENSG00000160868,"oxidation of 3-alpha-iso-pravastatin to 5,6-epoxy-3-alpha-iso-pravastatin in hepatocytes"
56EPPVSteb,0,1000,0,ATP[c] + H2O[c] + 5;6-epoxy-3-alpha-iso-pravastatin[c] => ADP[c] + H+[c] + Pi[c] + 5;6-epoxy-3-alpha-iso-pravastatin[s],Drug metabolism,ENSG00000023839 or ENSG00000073734 or ENSG00000118777,"efflux of 5,6-epoxy-3-alpha-iso-pravastatin into bile"
56EPPVStev,-1000,1000,0,5;6-epoxy-3-alpha-iso-pravastatin[c] <=> 5;6-epoxy-3-alpha-iso-pravastatin[s],Drug metabolism,,"exit of 5,6-epoxy-3-alpha-iso-pravastatin into hepatic vein"
5OHFVSGLUhc,0,1000,0,UDP-glucuronate[r] + 5-hydroxy-fluvastatin[r] => H+[r] + UDP[r] + 5-hydroxy-fluvastatin-glucuronide[r],Drug metabolism,,glucuronidation of 5-hydroxy-fluvastatin
5OHFVSGLUtev,-1000,1000,0,5-hydroxy-fluvastatin-glucuronide[c] <=> 5-hydroxy-fluvastatin-glucuronide[s],Drug metabolism,,exit of 5-hydroxy-fluvastatin-glucuronide into hepatic vein for excretion in urine
5OHFVShc,0,1000,0,H+[r] + NADPH[r] + O2[r] + fluvastatin[r] => H2O[r] + NADP+[r] + 5-hydroxy-fluvastatin[r],Drug metabolism,ENSG00000100197 or ENSG00000138109 or ENSG00000138115 or ENSG00000160868,oxidation of fluvastatin to 5-hydroxy-fluvastatin in hepatocytes
5OHFVSteb,0,1000,0,ATP[c] + H2O[c] + 5-hydroxy-fluvastatin[c] => ADP[c] + H+[c] + Pi[c] + 5-hydroxy-fluvastatin[s],Drug metabolism,,efflux of 5-hydroxy-fluvastatin into bile for excretion into faeces
6AHGLZABCt,0,1000,0,ATP[c] + H2O[c] + 6-alpha-OH-gliclazide[c] => ADP[c] + H+[c] + Pi[c] + 6-alpha-OH-gliclazide[s],Drug metabolism,,excretion of 6-alpha-OH-gliclazide into bile
6AHGLZhr,0,1000,0,H+[r] + NADPH[r] + O2[r] + Gliclazide[r] => H2O[r] + NADP+[r] + 6-alpha-OH-gliclazide[r],Drug metabolism,,oxidation of gliclazide to 6-alpha-OH-gliclazide in hepatocytes
6AHGLZtev,-1000,1000,0,6-alpha-OH-gliclazide[c] <=> 6-alpha-OH-gliclazide[s],Drug metabolism,,excretion of 6-alpha-OH-gliclazide into hepatic vein
6BHGLZABCt,0,1000,0,ATP[c] + H2O[c] + 6-beta-OH-gliclazide[c] => ADP[c] + H+[c] + Pi[c] + 6-beta-OH-gliclazide[s],Drug metabolism,,excretion of 6-beta-OH-gliclazide into bile
6BHGLZGLCABCt,0,1000,0,ATP[c] + H2O[c] + 6-beta-OH-gliclazide-glucuronide[c] => ADP[c] + H+[c] + Pi[c] + 6-beta-OH-gliclazide-glucuronide[s],Drug metabolism,,excretion of 6-beta-OH-gliclazide-glucuronide into bile
6BHGLZGLChr,0,1000,0,UDP-glucuronate[r] + 6-beta-OH-gliclazide[r] => H+[r] + UDP[r] + 6-beta-OH-gliclazide-glucuronide[r],Drug metabolism,,glucuronidation of 6-beta-OH-gliclazide-glucuronide in hepatocytes
6BHGLZGLCtev,-1000,1000,0,6-beta-OH-gliclazide-glucuronide[c] <=> 6-beta-OH-gliclazide-glucuronide[s],Drug metabolism,,excretion of 6-beta-OH-gliclazide-glucuronide into hepatic vein
6BHGLZhr,0,1000,0,H+[r] + NADPH[r] + O2[r] + Gliclazide[r] => H2O[r] + NADP+[r] + 6-beta-OH-gliclazide[r],Drug metabolism,ENSG00000100197 or ENSG00000138109 or ENSG00000138115 or ENSG00000165841,oxidation of gliclazide to 6-beta-OH-gliclazide in hepatocytes
6BHGLZtev,-1000,1000,0,6-beta-OH-gliclazide[c] <=> 6-beta-OH-gliclazide[s],Drug metabolism,,excretion of 6-beta-OH-gliclazide into hepatic vein
6CSMVACIDhep,0,1000,0,H2O[c] + 6'-beta-carboxy-simvastatin-lactone form[c] => H+[c] + 6'-beta-carboxy-simvastatin-acid form[c],Drug metabolism,ENSG00000105852,conversion of 6-beta-carboxy simvastatin lactone to acid form
6CSMVACIDteb,0,1000,0,ATP[c] + H2O[c] + 6'-beta-carboxy-simvastatin-acid form[c] => ADP[c] + H+[c] + Pi[c] + 6'-beta-carboxy-simvastatin-acid form[s],Drug metabolism,,efflux of 6-beta-carboxy-simvastatin-acid form into bile
6CSMVhep,0,1000,0,NADPH[r] + 2 O2[r] + 6'-exomethylene-simvastatin-lactone form[r] => H2O2[r] + NADP+[r] + 6'-beta-carboxy-simvastatin-lactone form[r],Drug metabolism,ENSG00000100197 or ENSG00000106258 or ENSG00000138115 or ENSG00000160868,oxidation of 6-exomethylene simvastatin to 6-beta-hydroxy carboxy simvastatin lactone form
6EPSteb,0,1000,0,ATP[c] + H2O[c] + 6-epipravastatin[c] => ADP[c] + H+[c] + Pi[c] + 6-epipravastatin[s],Drug metabolism,ENSG00000023839 or ENSG00000073734 or ENSG00000118777,efflux of 6-epipravastatin into bile
6EPVStep,-1000,1000,0,6-epipravastatin[c] <=> 6-epipravastatin[s],Drug metabolism,,6-epi-pravastatin exit into portal blood
6EPVShc,0,1000,0,pravastatin[c] => 6-epipravastatin[c],Drug metabolism,,isomerization of pravastatin to 6-epi-pravastatin in hepatocytes
6EPVSthc,-1000,1000,0,HCO3-[c] + 6-epipravastatin[s] <=> HCO3-[s] + 6-epipravastatin[c],Drug metabolism,ENSG00000134538 or ENSG00000137491,uptake of 6-epi-pravastatin by hepatocytes
6HLVSTAChep,0,1000,0,H2O[c] + 6'-beta-hydroxy-lovastatin lactone form[c] => H+[c] + 6'-beta-hydroxy-lovastatin-acid form[c],Drug metabolism,ENSG00000105852,conversion of lactone form of 6-beta-hydroxy-lovastatin to acid form
6HLVSTthep,-1000,1000,0,6'-beta-hydroxy-lovastatin lactone form[s] <=> 6'-beta-hydroxy-lovastatin lactone form[c],Drug metabolism,,uptake of 6-beta-hydroxy-lovastatin by hepatocytes
6HMSMVACIDhep,0,1000,0,H2O[c] + 6'-beta-hydroxy-methyl-simvastatin-lactone form[c] => H+[c] + 6'-beta-hydroxy-methyl-simvastatin-acid form[c],Drug metabolism,ENSG00000105852,conversion of 6-beta-hydroxy-methyl simvastatin lactone to acid form
6HMSMVACIDteb,0,1000,0,ATP[c] + H2O[c] + 6'-beta-hydroxy-methyl-simvastatin-acid form[c] => ADP[c] + H+[c] + Pi[c] + 6'-beta-hydroxy-methyl-simvastatin-acid form[s],Drug metabolism,,efflux of 6-beta-hydroxy-methyl-simvastatin-acid into bile
6HMSMVhep,0,1000,0,H+[r] + H2O[r] + NADPH[r] + O2[r] + 6'-exomethylene-simvastatin-lactone form[r] => H2O2[r] + NADP+[r] + 6'-beta-hydroxy-methyl-simvastatin-lactone form[r],Drug metabolism,ENSG00000100197 or ENSG00000106258 or ENSG00000138115 or ENSG00000160868,oxidation of 6-exomethylene simvastatin to 6-beta-hydroxy methyl simvastatin
6HSMVACIDhep,0,1000,0,H2O[c] + 6'-beta-hydroxy simvastatin lactone[c] => H+[c] + 6'-beta-hydroxy simvastatin acid[c],Drug metabolism,ENSG00000105852,conversion of 6-beta-hydroxy simvastatin lactone to acid form
6HSMVACIDteb,0,1000,0,ATP[c] + H2O[c] + 6'-beta-hydroxy simvastatin acid[c] => ADP[c] + H+[c] + Pi[c] + 6'-beta-hydroxy simvastatin acid[s],Drug metabolism,,efflux of 6-beta-hydroxy simvastatin acid into bile
6HSMVhep,0,1000,0,H+[r] + NADPH[r] + O2[r] + simvastatin lactone form[r] => H2O[r] + NADP+[r] + 6'-beta-hydroxy simvastatin lactone[r],Drug metabolism,ENSG00000100197 or ENSG00000106258 or ENSG00000138115 or ENSG00000160868,oxidation of simvastatin to 6-beta-hydroxy simvastatin
6MELACAChep,0,1000,0,H2O[c] + 6'-exomethylene-lovastatin lactone form[c] => H+[c] + 6'-exomethylene-lovastatin-acid form[c],Drug metabolism,ENSG00000105852,conversion of lactone form of 6-exomethylene-lovastatin to acid form
6MELVACtbc,0,1000,0,ATP[c] + H2O[c] + 6'-exomethylene-lovastatin-acid form[c] => ADP[c] + H+[c] + Pi[c] + 6'-exomethylene-lovastatin-acid form[s],Drug metabolism,ENSG00000085563,release of 6-exomethylene-lovastatin-acid form into bile
6MELVSTthep,-1000,1000,0,6'-exomethylene-lovastatin lactone form[s] <=> 6'-exomethylene-lovastatin lactone form[c],Drug metabolism,,uptake of 6-exomethylene-lovastatin by hepatocytes
6MSMVhep,0,1000,0,H+[r] + NADPH[r] + O2[r] + simvastatin lactone form[r] => 2 H2O[r] + NADP+[r] + 6'-exomethylene-simvastatin-lactone form[r],Drug metabolism,ENSG00000100197 or ENSG00000106258 or ENSG00000138115 or ENSG00000160868,oxidation of simvastatin to 6-exomethylene lactone form
6OHFVSGLUhc,0,1000,0,UDP-glucuronate[r] + 5-hydroxy-fluvastatin[r] => H+[r] + UDP[r] + 6-hydroxy-fluvastatin-glucuronide[r],Drug metabolism,,glucuronidation of 6-hydroxy-fluvastatin
6OHFVSGLUtev,-1000,1000,0,6-hydroxy-fluvastatin-glucuronide[c] <=> 6-hydroxy-fluvastatin-glucuronide[s],Drug metabolism,,exit of 6-hydroxy-fluvastatin-glucuronide into hepatic vein for excretion in urine
6OHFVShc,0,1000,0,H+[r] + NADPH[r] + O2[r] + fluvastatin[r] => H2O[r] + NADP+[r] + 6-hydroxy-fluvastatin[r],Drug metabolism,ENSG00000138109,oxidation of fluvastatin to 6-hydroxy-fluvastatin in hepatocytes
6OHFVSteb,0,1000,0,ATP[c] + H2O[c] + 6-hydroxy-fluvastatin[c] => ADP[c] + H+[c] + Pi[c] + 6-hydroxy-fluvastatin[s],Drug metabolism,,efflux of 6-hydroxy-fluvastatin into bile for excretion into faeces
7AHGLZABCt,0,1000,0,ATP[c] + H2O[c] + 7-alpha-OH-gliclazide[c] => ADP[c] + H+[c] + Pi[c] + 7-alpha-OH-gliclazide[s],Drug metabolism,,excretion of 7-alpha-OH-gliclazide into bile
7AHGLZhr,0,1000,0,H+[r] + NADPH[r] + O2[r] + Gliclazide[r] => H2O[r] + NADP+[r] + 7-alpha-OH-gliclazide[r],Drug metabolism,,oxidation of gliclazide to 7-alpha-OH-gliclazide in hepatocytes
7AHGLZtev,-1000,1000,0,7-alpha-OH-gliclazide[c] <=> 7-alpha-OH-gliclazide[s],Drug metabolism,,excretion of 7-alpha-OH-gliclazide into hepatic vein
7BHGLZABCt,0,1000,0,ATP[c] + H2O[c] + 7-beta-OH-gliclazide[c] => ADP[c] + H+[c] + Pi[c] + 7-beta-OH-gliclazide[s],Drug metabolism,,excretion of 7-beta-OH-gliclazide into bile
7BHGLZGLCABCt,0,1000,0,ATP[c] + H2O[c] + 7-beta-OH-gliclazide-glucuronide[c] => ADP[c] + H+[c] + Pi[c] + 7-beta-OH-gliclazide-glucuronide[s],Drug metabolism,,excretion of 7-beta-OH-gliclazide-glucuronide into bile
7BHGLZGLChr,0,1000,0,UDP-glucuronate[r] + 7-beta-OH-gliclazide[r] => H+[r] + UDP[r] + 7-beta-OH-gliclazide-glucuronide[r],Drug metabolism,,glucuronidation of 7-beta-OH-gliclazide-glucuronide in hepatocytes
7BHGLZGLCtev,-1000,1000,0,7-beta-OH-gliclazide-glucuronide[c] <=> 7-beta-OH-gliclazide-glucuronide[s],Drug metabolism,,excretion of 7-beta-OH-gliclazide-glucuronide into hepatic vein
7BHGLZhr,0,1000,0,H+[r] + NADPH[r] + O2[r] + Gliclazide[r] => H2O[r] + NADP+[r] + 7-beta-OH-gliclazide[r],Drug metabolism,ENSG00000138109 or ENSG00000138115 or ENSG00000165841,oxidation of gliclazide to 7-beta-OH-gliclazide in hepatocytes
7BHGLZtev,-1000,1000,0,7-beta-OH-gliclazide[c] <=> 7-beta-OH-gliclazide[s],Drug metabolism,,excretion of 7-beta-OH-gliclazide into hepatic vein
7HPVShc,0,1000,0,H+[r] + NADPH[r] + O2[r] + 3-alpha-iso-pravastatin[r] => H2O[r] + NADP+[r] + 7-hydroxy-3-alpha-iso-pravastatin[r],Drug metabolism,ENSG00000160868,oxidation of 3-alpha-iso-pravastatin to 7-hydroxy-3-alpha-iso-pravastatin in hepatocytes
7HPVSteb,0,1000,0,ATP[c] + H2O[c] + 7-hydroxy-3-alpha-iso-pravastatin[c] => ADP[c] + H+[c] + Pi[c] + 7-hydroxy-3-alpha-iso-pravastatin[s],Drug metabolism,ENSG00000023839 or ENSG00000073734 or ENSG00000118777,efflux of 7-hydroxy-3-alpha-iso-pravastatin into bile
7HPVStev,-1000,1000,0,7-hydroxy-3-alpha-iso-pravastatin[c] <=> 7-hydroxy-3-alpha-iso-pravastatin[s],Drug metabolism,,exit of 7-hydroxy-3-alpha-iso-pravastatin into hepatic vein
ALLOP2tu,0,1000,0,H+[s] + allopurinol[s] => H+[c] + allopurinol[c],Drug metabolism,ENSG00000197506,uptake of allopurinol by the enterocytes
ACMPtu,0,1000,0,ATP[c] + H2O[c] + acetaminophen/paracetamol[c] => ADP[c] + H+[c] + Pi[c] + acetaminophen/paracetamol[s],Drug metabolism,ENSG00000085563,efflux of acetaminophen by P-gp from the enterocytes into lumen
ACMPGLUChr,0,1000,0,UDP-glucuronate[r] + acetaminophen/paracetamol[r] => H+[r] + UDP[r] + Acetaminophen glucuronide[r],Drug metabolism,ENSG00000167165 or ENSG00000241119 or ENSG00000241635,glucuronidation of acetaminophen in hepatocytes
ACMPGLUTdt,-1000,1000,0,acetaminophen-glutathione-conjugate[s] <=> acetaminophen-glutathione-conjugate[c],Drug metabolism,,uptake of acetaminophen-glutathione-conjugate into the enterocytes
ACMPGLUTtep,0,1000,0,ATP[c] + H2O[c] + acetaminophen-glutathione-conjugate[c] => ADP[c] + H+[c] + Pi[c] + acetaminophen-glutathione-conjugate[s],Drug metabolism,ENSG00000108846,efflux of acetaminophen-glutathione-conjugate from enterocytes into portal blood
ACMPGLUTthc,0,1000,0,ATP[c] + H2O[c] + acetaminophen-glutathione-conjugate[s] => ADP[c] + H+[c] + Pi[c] + acetaminophen-glutathione-conjugate[c],Drug metabolism,ENSG00000108846,uptake of acetaminophen-glutathione-conjugate by the hepatocytes
ACMPGLUtep,0,1000,0,ATP[c] + H2O[c] + Acetaminophen glucuronide[c] => ADP[c] + H+[c] + Pi[c] + Acetaminophen glucuronide[s],Drug metabolism,ENSG00000108846,efflux of acetaminophen-glucuronide-conjugate from enterocytes into portal blood
ACMPGLUthc,0,1000,0,ATP[c] + H2O[c] + Acetaminophen glucuronide[s] => ADP[c] + H+[c] + Pi[c] + Acetaminophen glucuronide[c],Drug metabolism,ENSG00000108846,uptake of acetaminophen-glucuronide-conjugate by the hepatocytes
ACMPShc,0,1000,0,PAPS[c] + acetaminophen/paracetamol[c] => H+[c] + PAP[c] + sulphate-conjugate-acetaminophen[c],Drug metabolism,ENSG00000196502,sulphation of acetaminophen in hepatocytes
ACMPdt,-1000,1000,0,acetaminophen/paracetamol[s] <=> acetaminophen/paracetamol[c],Drug metabolism,,uptake of acetaminophen by enterocytes
ACMPthc,0,1000,0,ATP[c] + H2O[c] + acetaminophen/paracetamol[s] => ADP[c] + H+[c] + Pi[c] + acetaminophen/paracetamol[c],Drug metabolism,ENSG00000108846,uptake of acetaminophen by the hepatocytes
ALLOP1tu,0,1000,0,Na+[s] + allopurinol[s] => Na+[c] + allopurinol[c],Drug metabolism,ENSG00000137860 or ENSG00000156222 or ENSG00000197506,uptake of allopurinol by the enterocytes
ALLOPOXDhep,0,1000,0,H2O[c] + O2[c] + allopurinol[c] => H2O2[c] + oxypurinol[c],Drug metabolism,ENSG00000138356 or ENSG00000158125,oxidation of allopurinol to oxypurinol in hepatocytes
ALLOPtepvb,-1000,1000,0,allopurinol[s] <=> allopurinol[c],Drug metabolism,ENSG00000137204,uptake of allopurinol by the hepatocytes
AM19CSALThr,0,1000,0,H+[r] + NADPH[r] + O2[r] + AM1 (cyclosporine)[r] => H2O[r] + NADP+[r] + AM19 (cyclosporine)[r],Drug metabolism,ENSG00000106258 or ENSG00000160868,alternative pathway for formation of AM19 from AM1 in hepatocytes
AM19CShr,0,1000,0,H+[r] + NADPH[r] + O2[r] + AM9 (cyclosporine)[r] => H2O[r] + NADP+[r] + AM19 (cyclosporine)[r],Drug metabolism,,oxidation of AM9 to AM19 (cyclosporine) in hepatocytes
AM19CSteb,0,1000,0,ATP[c] + H2O[c] + AM19 (cyclosporine)[c] => ADP[c] + H+[c] + Pi[c] + AM19 (cyclosporine)[s],Drug metabolism,,efflux of AM19-cyclosporine into bile
AM1A4NCShc,0,1000,0,H+[c] + SAH[c] + AM1A (cyclosporine)[c] => SAM[c] + AM1A4N (cyclosporine)[c],Drug metabolism,,demethylation of AM1A to AM1A4N in hepatocytes
AM1A4NCSteb,0,1000,0,ATP[c] + H2O[c] + AM1A4N (cyclosporine)[c] => ADP[c] + H+[c] + Pi[c] + AM1A4N (cyclosporine)[s],Drug metabolism,,efflux of AM1A4N-cyclosporine into bile
AM1ACCShr,0,1000,0,O2[r] + AM1c (cyclosporine)[r] => H+[r] + H2O[r] + AM1Ac (cyclosporine)[r],Drug metabolism,,oxidation of AM1c to AM1Ac in hepatocytes (alternative mechanism)
AM1ACCStev,-1000,1000,0,AM1Ac (cyclosporine)[c] <=> AM1Ac (cyclosporine)[s],Drug metabolism,,efflux of AM1Ac-cyclosporine into hepatic vein
AM1ACShr,0,1000,0,NADPH[r] + O2[r] + AM1AL (cyclosporine)[r] => H2O[r] + NADP+[r] + AM1A (cyclosporine)[r],Drug metabolism,,formation of AM1A-cyclosporine in hepatocytes
AM1ACSteb,0,1000,0,ATP[c] + H2O[c] + AM1A (cyclosporine)[c] => ADP[c] + H+[c] + Pi[c] + AM1A (cyclosporine)[s],Drug metabolism,,efflux of AM1A-cyclosporine into bile
AM1ACStep,-1000,1000,0,AM1A (cyclosporine)[c] <=> AM1A (cyclosporine)[s],Drug metabolism,,efflux of AM1A (cyclosporine) into portal blood
AM1ALCShr,0,1000,0,NADP+[c] + AM1 (cyclosporine)[c] => H+[c] + NADPH[c] + AM1AL (cyclosporine)[c],Drug metabolism,,formation of AM1AL-cyclosporine in hepatocytes
AM1ALCSteb,0,1000,0,ATP[c] + H2O[c] + AM1AL (cyclosporine)[c] => ADP[c] + H+[c] + Pi[c] + AM1AL (cyclosporine)[s],Drug metabolism,,efflux of AM1AL-cyclosporine into bile
AM1ALCStep,-1000,1000,0,AM1AL (cyclosporine)[c] <=> AM1AL (cyclosporine)[s],Drug metabolism,,efflux of AM1AL (cyclosporine) into portal blood
AM1C4N9CShc,0,1000,0,H+[c] + SAH[c] + AM1c9 (cyclosporine)[c] => SAM[c] + AM1c4N9 (cyclosporine)[c],Drug metabolism,,demethylation of AM1c9 to AM1c4N9 in hepatocytes (alternative mechanism)
